9705	1	100507054	3
9705	1	102723856	3
9705	2	4973	3
9705	2	100126325	3
9705	2	100506527	3
9705	2	100862680	3
9705	2	102465507	3
9705	2	102465522	3
9705	2	27319	3
9705	2	4233	3
9705	2	5122	3
9705	2	693213	3
9705	2	793	3
9705	3	101927119	3
9705	3	145663	3
9705	3	9717	4
9705	3	100616439	3
9705	3	101929515	3
9705	3	102724010	3
9705	3	102724585	3
9705	3	102724592	3
9705	3	102724921	3
9705	3	102725394	3
9705	3	10382	3
9705	3	10675	3
9705	3	11151	3
9705	3	1718	3
9705	3	27101	3
9705	3	29106	3
9705	3	3015	3
9705	3	55466	3
9705	3	55722	3
9705	3	57134	3
9705	3	7453	3
9705	3	8482	3
9705	3	9211	3
9705	3	9256	3
9705	4	84316	3
9705	4	10398	3
9705	4	150677	3
9705	4	4487	3
9705	4	4565	3
9705	4	80781	3
9705	4	978	3
9705	6	102723612	3
100036566	2	5122	1
100036566	4	101927326	1
100036566	4	102723554	1
100036566	4	102723612	1
100036566	4	102723856	1
100036566	4	10749	1
100036566	4	125050	1
100036566	4	196410	1
100036566	4	3006	1
100036566	4	4155	1
100036566	4	4536	1
100036566	4	706	1
100036566	4	79153	1
100036566	4	9322	1
100036566	5	693213	1
693213	2	5122	1
693213	3	100130093	1
693213	3	100302213	1
693213	3	100302240	1
693213	3	100500810	1
693213	3	100616439	1
693213	3	100616453	1
693213	3	100847090	1
693213	3	100996634	1
693213	3	101060604	1
693213	3	101927032	1
693213	3	101927201	1
693213	3	101927308	1
693213	3	101927681	1
693213	3	101928083	1
693213	3	101928747	1
693213	3	101928867	1
693213	3	101929108	1
693213	3	101929369	1
693213	3	101929593	1
693213	3	101930540	1
693213	3	101930573	1
693213	3	101930583	1
693213	3	102464833	1
693213	3	102465522	1
693213	3	102465666	1
693213	3	102465978	1
693213	3	102723589	1
693213	3	102723805	1
693213	3	102723892	1
693213	3	102723901	1
693213	3	102723972	1
693213	3	102724037	1
693213	3	102724067	1
693213	3	102724108	1
693213	3	102724124	1
693213	3	102724585	1
693213	3	102724592	1
693213	3	102724694	1
693213	3	102724724	1
693213	3	102724811	1
693213	3	102725156	1
693213	3	102725166	1
693213	3	102725179	1
693213	3	1519	1
693213	3	2194	1
693213	3	23180	1
693213	3	23576	1
693213	3	26002	1
693213	3	26802	1
693213	3	29106	1
693213	3	375057	1
693213	3	3815	1
693213	3	389813	1
693213	3	3939	1
693213	3	441027	1
693213	3	4852	1
693213	3	51341	1
693213	3	54843	1
693213	3	55722	1
693213	3	5650	1
693213	3	619567	1
693213	3	64805	1
693213	3	6750	1
693213	3	6863	1
693213	3	693221	1
693213	3	729867	1
693213	3	793	1
693213	3	84059	1
693213	3	84525	1
693213	3	88	1
693213	3	91851	1
693213	3	9607	1
693213	3	9765	1
693213	4	100128071	1
693213	4	100131089	1
693213	4	100506114	1
693213	4	100507054	1
693213	4	100507424	1
693213	4	100526772	1
693213	4	100616124	1
693213	4	100616146	1
693213	4	100616314	1
693213	4	100847079	1
693213	4	100996696	1
693213	4	101060510	1
693213	4	101927326	1
693213	4	101927532	1
693213	4	101928745	1
693213	4	101929143	1
693213	4	101930097	1
693213	4	102465483	1
693213	4	102465492	1
693213	4	102723554	1
693213	4	102723612	1
693213	4	102723856	1
693213	4	102724170	1
693213	4	102724312	1
693213	4	102724426	1
693213	4	102724466	1
693213	4	102724614	1
693213	4	102724640	1
693213	4	102725222	1
693213	4	10398	1
693213	4	10410	1
693213	4	10581	1
693213	4	10749	1
693213	4	10841	1
693213	4	10912	1
693213	4	116448	1
693213	4	125050	1
693213	4	126393	1
693213	4	1292	1
693213	4	135	1
693213	4	1396	1
693213	4	196410	1
693213	4	2052	1
693213	4	219654	1
693213	4	23753	1
693213	4	23764	1
693213	4	254295	1
693213	4	26232	1
693213	4	26471	1
693213	4	2670	1
693213	4	2687	1
