ROC-AUC	Pval	Tval	x	y
0.9132882882882883	1.1390022579491527e-09	-7.292983636757849	0	0
0.8629032258064516	1.689421949868445e-09	-6.91830645556444	0	1
0.7271739130434783	0.0014531260230412127	-3.359434606211865	0	2
0.5478468899521531	0.5859310742117028	-0.548590646697152	0	3
0.8310810810810811	2.6769102482883216e-06	-5.239594172367234	1	0
0.7766749379652605	1.4704219988575145e-05	-4.662992515912788	1	1
0.725	0.004524587326682976	-2.97721640232994	1	2
0.5574162679425838	0.545731941450226	-0.6081290804063205	1	3
